movie title,average_rating,number_of_ratings,movie_id,release date, unknown,Action,Adventure, Animation, Children's,Comedy ,Crime,Documentary, Drama ,Fantasy, Film-Noir,Horror,Musical, Mystery, Romance,Sci-Fi,Thriller,War,Western
Othello (1995),3.611111111111111,72,713,18-12-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Outbreak (1995),3.2403846153846154,104,54,01-01-1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Parent Trap, The (1961)",3.095890410958904,73,417,01-01-1961,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Patton (1970),3.9926470588235294,136,205,01-01-1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Peacemaker, The (1997)",3.2720588235294117,136,879,01-01-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"People vs. Larry Flynt, The (1996)",3.5953488372093023,215,508,27-12-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phantom, The (1996)",2.575,80,826,07-06-1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenomenon (1996),3.557377049180328,244,125,29-06-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Philadelphia (1993),3.854014598540146,137,735,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Philadelphia Story, The (1940)",4.115384615384615,104,478,01-01-1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Piano, The (1993)",3.6011904761904763,168,582,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Picture Perfect (1997),2.962962962962963,81,873,01-08-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pink Floyd - The Wall (1982),3.3508771929824563,114,214,01-01-1982,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Pinocchio (1940),3.6732673267326734,101,404,01-01-1940,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platoon (1986),3.6929133858267718,127,157,01-01-1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Pocahontas (1995),2.5294117647058822,51,542,01-01-1995,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Postino, Il (1994)",3.9672131147540983,183,14,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Postman, The (1997)",3.2241379310344827,58,898,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Preacher's Wife, The (1996)",2.926470588235294,68,934,13-12-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pretty Woman (1990),3.323170731707317,164,739,01-01-1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Primal Fear (1996),3.601123595505618,178,591,30-03-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Princess Bride, The (1987)",4.172839506172839,324,173,01-01-1987,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Private Benjamin (1980),2.955223880597015,67,167,01-01-1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Parts (1997),3.53,100,1012,07-03-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Professional, The (1994)",3.704697986577181,149,55,01-01-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Psycho (1960),4.100418410041841,239,185,01-01-1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Pulp Fiction (1994),4.060913705583756,394,56,01-01-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Pump Up the Volume (1990),3.4177215189873418,79,658,01-01-1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Quiet Man, The (1952)",4.029850746268656,67,648,01-01-1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Quiz Show (1994),3.645714285714286,175,58,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raging Bull (1980),4.120689655172414,116,192,01-01-1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raiders of the Lost Ark (1981),4.252380952380952,420,174,01-01-1981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rainmaker, The (1997)",3.6,145,310,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raise the Red Lantern (1991),4.155172413793103,58,923,01-01-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raising Arizona (1987),3.875,256,238,01-01-1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran (1985),4.1,70,647,01-01-1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ransom (1996),3.644194756554307,267,742,08-11-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Real Genius (1985),3.6638655462184873,119,746,01-01-1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites (1994),2.961038961038961,77,1074,01-01-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rear Window (1954),4.3875598086124405,209,603,01-01-1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Rebecca (1940),3.9696969696969697,66,607,01-01-1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Rebel Without a Cause (1955),3.8555555555555556,90,506,01-01-1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Corner (1997),3.3859649122807016,57,754,01-01-1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Red Rock West (1992),3.5961538461538463,52,466,01-01-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ref, The (1994)",3.0344827586206895,58,85,01-01-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remains of the Day, The (1993)",3.94,150,86,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reservoir Dogs (1992),3.9864864864864864,148,156,01-01-1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Restoration (1995),3.464788732394366,71,277,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Return of the Jedi (1983),4.007889546351085,507,181,14-03-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"Return of the Pink Panther, The (1974)",3.5543478260869565,92,163,01-01-1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard III (1995),3.831460674157303,89,10,22-01-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Right Stuff, The (1983)",3.917197452229299,157,193,01-01-1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"River Wild, The (1994)",3.143835616438356,146,281,01-01-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rob Roy (1995),3.5652173913043477,92,549,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Robin Hood: Men in Tights (1993),2.5892857142857144,56,395,01-01-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood: Prince of Thieves (1991),3.2266666666666666,75,627,01-01-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rock, The (1996)",3.693121693121693,378,117,07-06-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roman Holiday (1953),4.102941176470588,68,487,01-01-1953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Romy and Michele's High School Reunion (1997),3.061224489795918,98,1014,25-04-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Room with a View, A (1986)",3.985074626865672,134,213,01-01-1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90,652,01-01-1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rosewood (1997),3.6666666666666665,114,292,21-02-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rudy (1993),3.3125,64,468,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rumble in the Bronx (1995),3.4482758620689653,174,24,23-02-1996,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sabrina (1954),3.796875,64,486,01-01-1954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sabrina (1995),3.5,190,274,01-01-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Saint, The (1997)",3.1234177215189876,316,748,14-03-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Santa Clause, The (1994)",3.097560975609756,82,63,01-01-1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Schindler's List (1993),4.466442953020135,298,318,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Scream (1996),3.4414225941422596,478,288,20-12-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Scream 2 (1997),3.2169811320754715,106,895,01-01-1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Searching for Bobby Fischer (1993),3.9057971014492754,138,87,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Secret Garden, The (1993)",3.5443037974683542,79,584,01-01-1993,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Secret of Roan Inish, The (1994)",3.859154929577465,71,463,01-01-1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secrets & Lies (1996),4.265432098765432,162,285,04-10-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility (1995),4.0111940298507465,268,275,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Serial Mom (1994),2.814814814814815,54,396,01-01-1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Seven (Se7en) (1995),3.847457627118644,236,11,01-01-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Seven Years in Tibet (1997),3.458064516129032,155,690,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665,72,650,01-01-1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sex, Lies, and Videotape (1989)",3.4752475247524752,101,708,01-01-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sgt. Bilko (1996),2.5675675675675675,74,105,29-03-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadowlands (1993),3.9358974358974357,78,736,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Shallow Grave (1994),3.8181818181818183,66,1073,01-01-1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Shawshank Redemption, The (1994)",4.445229681978798,283,64,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She's So Lovely (1997),2.7358490566037736,53,875,22-08-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
She's the One (1996),3.0136986301369864,73,1048,23-08-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Shine (1996),3.9224806201550386,129,531,22-11-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Shining, The (1980)",3.825242718446602,206,200,01-01-1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Short Cuts (1993),3.7761194029850746,67,469,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Silence of the Lambs, The (1991)",4.28974358974359,390,98,01-01-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Singin' in the Rain (1952),3.9927007299270074,137,705,01-01-1952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Sirens (1994),2.983050847457627,59,737,01-01-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Six Degrees of Separation (1993),3.77027027027027,74,1101,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sleeper (1973),3.6341463414634148,82,152,01-01-1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sleepers (1996),3.514792899408284,169,628,18-10-1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle (1993),3.539906103286385,213,88,01-01-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sling Blade (1996),4.198529411764706,136,223,22-11-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Smoke (1995),3.6216216216216215,74,461,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sneakers (1992),3.513333333333333,150,239,01-01-1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Snow White and the Seven Dwarfs (1937),3.7093023255813953,172,99,01-01-1937,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
So I Married an Axe Murderer (1993),3.0526315789473686,95,90,01-01-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Some Kind of Wonderful (1987),3.6610169491525424,59,1119,01-01-1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Some Like It Hot (1959),3.984375,128,482,01-01-1959,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Somewhere in Time (1980),3.426829268292683,82,662,01-01-1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sophie's Choice (1982),3.896551724137931,58,632,01-01-1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Soul Food (1997),3.169491525423729,59,880,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sound of Music, The (1965)",3.765765765765766,222,143,01-01-1965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Space Jam (1996),2.774193548387097,93,820,15-11-1996,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Spawn (1997),2.6153846153846154,143,358,01-08-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Speed (1994),3.6478260869565218,230,568,01-01-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Spitfire Grill, The (1996)",3.804123711340206,97,126,06-09-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stand by Me (1986),3.881057268722467,227,655,01-01-1986,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Star Trek III: The Search for Spock (1984),3.111111111111111,171,229,01-01-1984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek IV: The Voyage Home (1986),3.4472361809045227,199,230,01-01-1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek V: The Final Frontier (1989),2.3968253968253967,63,450,01-01-1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek VI: The Undiscovered Country (1991),3.279503105590062,161,227,01-01-1991,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek: First Contact (1996),3.66027397260274,365,222,22-11-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek: Generations (1994),3.336206896551724,116,380,01-01-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek: The Motion Picture (1979),3.034188034188034,117,449,01-01-1979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Trek: The Wrath of Khan (1982),3.8155737704918034,244,228,01-01-1982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars (1977),4.3584905660377355,583,50,01-01-1977,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Stargate (1994),3.141732283464567,127,62,01-01-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Starship Troopers (1997),3.2322274881516586,211,271,01-01-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Stealing Beauty (1996),3.375,64,1009,14-06-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sting, The (1973)",4.058091286307054,241,194,01-01-1973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Strange Days (1995),3.264367816091954,87,39,01-01-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Streetcar Named Desire, A (1951)",3.816326530612245,98,507,01-01-1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strictly Ballroom (1992),4.028846153846154,104,709,01-01-1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Striptease (1996),2.2388059701492535,67,120,28-06-1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Blvd. (1950),4.2,65,488,01-01-1950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Supercop (1992),3.5384615384615383,65,128,26-07-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swingers (1996),3.828025477707006,157,150,18-10-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sword in the Stone, The (1963)",3.3292682926829267,82,625,01-01-1963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the Crypt Presents: Bordello of Blood (1996),2.6363636363636362,55,413,19-07-1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taxi Driver (1976),4.1208791208791204,182,23,16-02-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Terminator 2: Judgment Day (1991),4.0067796610169495,295,96,01-01-1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Terminator, The (1984)",3.9335548172757475,301,195,01-01-1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
That Thing You Do! (1996),3.465909090909091,176,845,28-09-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thin Man, The (1934)",4.15,60,493,01-01-1934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Things to Do in Denver when You're Dead (1995),3.1549295774647885,71,544,02-02-1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"Third Man, The (1949)",4.333333333333333,72,513,01-01-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
This Is Spinal Tap (1984),3.905759162303665,191,209,01-01-1984,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Three Colors: Blue (1993),4.015625,64,60,01-01-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Three Colors: Red (1994),4.0602409638554215,83,59,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Three Colors: White (1994),3.864406779661017,59,61,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Three Musketeers, The (1993)",3.303370786516854,89,399,01-01-1993,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time to Kill, A (1996)",3.685344827586207,232,282,13-07-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tin Cup (1996),3.160621761658031,193,284,16-08-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Tin Men (1987),3.0784313725490198,51,712,01-01-1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Titanic (1997),4.2457142857142856,350,313,01-01-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Die For (1995),3.2758620689655173,87,715,01-01-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
To Kill a Mockingbird (1962),4.292237442922374,219,427,01-01-1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633,57,40,01-01-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tombstone (1993),3.6666666666666665,108,470,01-01-1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tommy Boy (1995),2.909090909090909,66,790,01-01-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrow Never Dies (1997),3.4277777777777776,180,751,01-01-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Top Gun (1986),3.481818181818182,220,161,01-01-1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Toy Story (1995),3.8783185840707963,452,1,01-01-1995,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainspotting (1996),3.884,250,475,19-07-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Treasure of the Sierra Madre, The (1948)",4.1,80,519,01-01-1948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Lies (1994),3.5625,208,385,01-01-1994,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
True Romance (1993),3.6153846153846154,104,92,01-01-1993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Truth About Cats & Dogs, The (1996)",3.485294117647059,272,111,26-04-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Twelve Monkeys (1995),3.798469387755102,392,7,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Twister (1996),3.2150170648464163,293,118,10-05-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U Turn (1997),3.359375,64,334,01-01-1997,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ulee's Gold (1997),3.760869565217391,184,297,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92,212,01-01-1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Under Siege (1992),3.2903225806451615,124,233,01-01-1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgiven (1992),3.868131868131868,182,203,01-01-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Up Close and Personal (1996),3.1882352941176473,85,280,01-03-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Usual Suspects, The (1995)",4.385767790262173,267,12,14-08-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vegas Vacation (1997),2.4,75,871,14-02-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertigo (1958),4.251396648044692,179,479,01-01-1958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Very Brady Sequel, A (1996)",2.3978494623655915,93,412,23-08-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor/Victoria (1982),3.3376623376623376,77,629,01-01-1982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Volcano (1997),2.808219178082192,219,678,25-04-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Wag the Dog (1997),3.510948905109489,137,347,09-01-1998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Walk in the Clouds, A (1995)",3.2857142857142856,63,553,01-01-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,67,114,05-04-1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterworld (1995),2.803921568627451,102,554,01-01-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wedding Singer, The (1998)",3.486111111111111,72,354,13-02-1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Weekend at Bernie's (1989),2.6166666666666667,60,158,01-01-1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Dollhouse (1995),3.7232142857142856,112,93,24-05-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
What's Eating Gilbert Grape (1993),3.5391304347826087,115,65,01-01-1993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
When Harry Met Sally... (1989),3.910344827586207,290,216,01-01-1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
While You Were Sleeping (1995),3.549382716049383,162,66,01-01-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
White Squall (1996),3.4,85,924,01-01-1996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106,421,25-10-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326,151,01-01-1971,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wings of Desire (1987),4.0,57,512,01-01-1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Wings of the Dove, The (1997)",3.68,75,311,01-01-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Winnie the Pooh and the Blustery Day (1968),3.8,75,969,01-01-1968,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wizard of Oz, The (1939)",4.0772357723577235,246,132,01-01-1939,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Wolf (1994),2.701492537313433,67,569,01-01-1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Wrong Trousers, The (1993)",4.466101694915254,118,169,01-01-1993,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Frankenstein (1974),3.945,200,208,01-01-1974,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Young Guns (1988),3.207920792079208,101,232,01-01-1988,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
